participant_id,session_id,manual_step4_override,manual_step4_override_reason,included_primary_analysis,step4_inclusion_note,n_valid_abstract_trials,n_valid_concrete_trials,front_hbo_n_channels,back_hbo_n_channels,front_hbr_n_channels,back_hbr_n_channels,front_hbo_channels,back_hbo_channels,front_hbr_channels,back_hbr_channels,front_abstract_hbo_mean,front_concrete_hbo_mean,back_abstract_hbo_mean,back_concrete_hbo_mean,dissociation_hbo,front_abstract_hbr_mean,front_concrete_hbr_mean,back_abstract_hbr_mean,back_concrete_hbr_mean,dissociation_hbr
PID020,2025-11-20_004,False,,True,Included in primary ROI analysis.,15,15,7,8,7,8,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D5 hbr,1.0495371713557954e-07,-4.3793686423932235e-08,5.871290022945336e-08,-4.201015510839719e-08,4.8024348221661215e-08,1.1251295820049011e-09,9.743847426100682e-08,-5.507397942500712e-09,1.0056257801285247e-08,-8.074968893521597e-08
PID021,2025-11-21_001,False,,True,Included in primary ROI analysis.,15,15,7,8,7,8,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-1.645258461385086e-07,-1.0576238745552617e-07,-4.1452300885476645e-08,-3.777902761831864e-08,-5.5090185415824424e-08,5.142797683777371e-08,-3.004740447489199e-08,-4.398317990615511e-09,-8.201111569741822e-09,7.767258773353938e-08
PID022,2025-11-21_002,False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-7.763949897904346e-08,-2.016881310065287e-07,-7.875183175335052e-08,-2.690967599348861e-07,-6.629629615405032e-08,-3.3288782685492195e-08,7.639319289053829e-08,-1.3669790164038283e-08,5.3266710997452454e-09,-9.068551431224695e-08
PID023,2025-11-21_003,False,,True,Included in primary ROI analysis.,15,15,7,7,7,7,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-5.482830343593296e-08,-4.167266208078225e-08,-1.0739654306557971e-07,-4.4439629459991615e-08,4.980127225043739e-08,-1.7294917881391082e-08,3.32964056048966e-08,2.4335166613003177e-09,1.608438917201096e-08,-3.6940450975577036e-08
PID024,2025-11-25_001,False,,True,Included in primary ROI analysis.,15,15,6,9,6,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,9.07074909505333e-08,6.129850837733129e-08,1.101625654721805e-07,2.611844805421513e-08,-5.463513484476336e-08,2.9895146071722918e-09,-3.3526766999180385e-08,-9.475935417373786e-09,6.862491713557832e-09,5.2854708737284297e-08
PID025,2025-11-25_002,True,User-directed Step 4 override added on 2026-03-20: include this session despite Step 3 REVIEW_BEFORE_STEP4 status.,True,Included in primary ROI analysis. | User-directed Step 4 override added on 2026-03-20: include this session despite Step 3 REVIEW_BEFORE_STEP4 status.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,9.991774545764316e-08,-4.262058197569174e-08,1.6101955086319857e-08,-8.57464893893963e-08,4.068988295761875e-08,-1.0576104220158943e-07,-3.3429584359326195e-08,-2.2594056586521342e-08,-1.9392990809328715e-08,-6.913039206507061e-08
PID026,2025-11-25_003,False,,True,Included in primary ROI analysis.,15,15,6,9,6,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-2.187692404243585e-10,-5.66059024107953e-08,-1.0801831306099821e-07,-4.904072488346219e-08,1.1536472134790697e-07,-2.862810237331969e-08,-1.89236992511962e-08,1.4299776636549547e-08,-6.231581154342696e-09,-3.023576091301573e-08
PID027,2025-11-25_004,False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,1.6552836670676286e-07,7.597187523411735e-08,1.709255980741522e-08,-4.286634089182152e-08,2.9597590773408784e-08,-9.099949428011197e-08,-2.9832743452385316e-08,-2.010458681053189e-08,-2.847779833624149e-08,-6.953996235343626e-08
PID028,2025-11-26_001,False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,5.1430432456242634e-08,2.5413728554808378e-08,9.868995107254913e-08,-3.64569262337749e-08,-1.0913017340488977e-07,-7.176706358948647e-08,-4.685847584908841e-09,-2.299199433625649e-08,4.732207262651872e-10,-4.361600094205595e-08
PID029,2025-11-26_001(PID029),False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-1.20758996493136e-07,-4.732730548216064e-08,-9.467497282936732e-08,-1.1541926759200531e-07,-9.417598577361336e-08,3.5072564621699445e-08,-2.9283148550795822e-08,-5.402626334654383e-09,-2.0164759526757612e-08,4.9593579980392047e-08
PID030,2025-11-26_001(PID030),False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-1.0206557162351062e-08,6.5691226259072515e-09,-1.6730958945411085e-07,-1.0882482839155117e-08,1.3965142682669743e-07,-3.0604882736307626e-08,-5.5867668911249865e-08,-1.7813942274761108e-08,-6.713149756708368e-08,-2.405476911738034e-08
PID031,2025-11-26_002(PID031),False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-5.217873459359034e-09,-1.2816858192650566e-07,-6.699138675755812e-08,-1.4434034689298076e-08,1.7550806053540666e-07,-3.016955627752404e-08,4.882783954295608e-08,2.835882723158984e-08,2.2907703097597214e-08,-8.444851995447273e-08
PID032,2025-11-27_001,False,,True,Included in primary ROI analysis.,15,15,6,8,6,8,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D5 hbr,-2.3540092217102512e-08,-5.81147008398123e-08,-1.1670835188987146e-07,-5.633085567080948e-08,9.495210484177176e-08,8.249027782365356e-08,3.2056713689465666e-08,1.0023311085526947e-09,3.863759368804843e-08,8.806882671368362e-08
PID033,2025-11-27_002,False,,True,Included in primary ROI analysis.,15,15,5,6,5,6,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S5_D6 hbo;S5_D4 hbo,S4_D2 hbo;S6_D2 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S5_D6 hbr;S5_D4 hbr,S4_D2 hbr;S6_D2 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D5 hbr,-1.0441373240967568e-07,-1.2274619583518595e-07,-7.806298285526754e-08,-6.731490846491598e-08,2.9080537815861826e-08,2.665795717412753e-08,4.1210170952380696e-08,2.955002992085167e-08,2.4077548620597857e-08,-2.0024695078506982e-08
PID034,2025-11-27_003,True,User-directed Step 4 override added on 2026-03-20: include this session despite Step 3 REVIEW_BEFORE_STEP4 status.,True,Included in primary ROI analysis. | User-directed Step 4 override added on 2026-03-20: include this session despite Step 3 REVIEW_BEFORE_STEP4 status.,15,15,7,8,7,8,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D5 hbr,2.2519536226875213e-07,-7.059938661485901e-08,1.818605245425627e-08,-1.6798332554429246e-08,2.6081036387492565e-07,6.807049223067592e-08,1.3987928605790932e-08,3.140076888563265e-08,2.5249844610378325e-08,4.793163934963066e-08
PID035,2025-11-28_001,False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,1.5036385730640252e-07,5.5802819236779675e-08,-1.415941217681638e-07,2.5173321233117413e-08,2.613284810709041e-07,-8.269043578476267e-08,1.4608261602810978e-07,-9.151631233435346e-08,-8.53786649812772e-08,-2.2263540445979616e-07
PID036,2025-11-28_002,False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,3.7637827556110565e-08,-9.126593783157135e-08,-9.378110943758517e-08,-2.1105039636830147e-07,1.1634478456965616e-08,3.1139459717984125e-08,7.1289401320146776e-12,1.5117399268925586e-08,-8.728135811532368e-09,7.2867956973941565e-09
PID038,2025-11-28_003,False,,True,Included in primary ROI analysis.,15,15,7,9,7,9,S2_D6 hbo;S2_D4 hbo;S1_D6 hbo;S1_D3 hbo;S5_D6 hbo;S5_D4 hbo;S5_D3 hbo,S4_D2 hbo;S3_D1 hbo;S6_D2 hbo;S6_D1 hbo;S6_D5 hbo;S7_D2 hbo;S7_D5 hbo;S8_D1 hbo;S8_D5 hbo,S2_D6 hbr;S2_D4 hbr;S1_D6 hbr;S1_D3 hbr;S5_D6 hbr;S5_D4 hbr;S5_D3 hbr,S4_D2 hbr;S3_D1 hbr;S6_D2 hbr;S6_D1 hbr;S6_D5 hbr;S7_D2 hbr;S7_D5 hbr;S8_D1 hbr;S8_D5 hbr,-1.2570224690557627e-08,-8.382930663271575e-08,-8.959497894661324e-09,-7.720754890679196e-08,3.011030930027488e-09,4.543464346491325e-09,1.2151830984508839e-08,1.0761682755649539e-08,-9.317793384026877e-09,-2.768784277769393e-08
