participant_id,session_id,session_folder_path,session_folder_readable,snirf_file,snirf_backup_file,psychopy_file,file_timestamp_iso,primary_raw_analysis_file,audit_backup_file,auxiliary_metadata_files,has_previous_marker_fix_backup,session_identity_ok,session_date,snirf_readable,annotation_count,duration_sec,notes,global_analysis_excluded,global_exclusion_reason
PID018,2025-11-20_002,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/enem_blocks_PID18_20251120_115656.csv,2025-11-20T13:22:00,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID18/2025-11-20_002/2025-11-20_002_config.hdr,False,True,2025-11-20,True,223,5127.8315520000015,,False,
PID019,2025-11-20_003,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/enem_blocks_PID19_20251120_140642.csv,2025-11-20T15:20:06,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID19/2025-11-20_003/2025-11-20_003_config.hdr,False,True,2025-11-20,True,246,4422.991872000001,,False,
PID020,2025-11-20_004,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/enem_blocks_PID20_20251120_163606.csv,2025-11-20T17:50:52,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 20-11-25/PID20/2025-11-20_004/2025-11-20_004_config.hdr,False,True,2025-11-20,True,246,4506.255360000001,,False,
PID021,2025-11-21_001,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/enem_blocks_PID021_20251121_102759.csv,2025-11-21T11:53:24,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID021/2025-11-21_001/2025-11-21_001_config.hdr,False,True,2025-11-21,True,239,5167.8412800000015,,False,
PID022,2025-11-21_002,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/enem_blocks_PID022_20251121_122104.csv,2025-11-21T13:36:34,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID022/2025-11-21_002/2025-11-21_002_config.hdr,False,True,2025-11-21,True,246,4554.817536000001,,False,
PID023,2025-11-21_003,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/enem_blocks_PID023_20251121_144341.csv,2025-11-21T15:58:06,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 21-11-25/PID023/2025-11-21_003/2025-11-21_003_config.hdr,False,True,2025-11-21,True,245,4485.611520000001,,False,
PID024,2025-11-25_001,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/enem_blocks_PID24_20251125_092800.csv,2025-11-25T10:43:28,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID24/2025-11-25_001/2025-11-25_001_config.hdr,False,True,2025-11-25,True,246,4560.322560000001,,False,
PID025,2025-11-25_002,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/enem_blocks_PID25_20251125_120604.csv,2025-11-25T13:22:34,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID25/2025-11-25_002/2025-11-25_002_config.hdr,False,True,2025-11-25,True,244,4620.582912,,False,
PID026,2025-11-25_003,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/enem_blocks_PID26_20251125_142157.csv,2025-11-25T15:34:26,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID26/2025-11-25_003/2025-11-25_003_config.hdr,False,True,2025-11-25,True,246,4373.250048000001,,False,
PID027,2025-11-25_004,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/enem_blocks_PID27_20251125_162020.csv,2025-11-25T17:35:34,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 25-11-25/PID27/2025-11-25_004/2025-11-25_004_config.hdr,False,True,2025-11-25,True,246,4539.580416000001,,False,
PID028,2025-11-26_001,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/enem_blocks_PID028_20251126_101725.csv,2025-11-26T11:37:44,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID028/2025-11-26_001/2025-11-26_001_config.hdr,False,True,2025-11-26,True,246,4864.278528000001,,False,
PID029,2025-11-26_001(PID029),/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029),True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/enem_blocks_PID029_20251126_122029.csv,2025-11-26T13:36:06,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID029/2025-11-26_001(PID029)/2025-11-26_001_config.hdr,False,True,2025-11-26,True,246,4566.7123200000015,,False,
PID030,2025-11-26_001(PID030),/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030),True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/enem_blocks_ PID030_20251126_140643.csv,2025-11-26T15:22:36,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID030/2025-11-26_001(PID030)/2025-11-26_001_config.hdr,False,True,2025-11-26,True,246,4581.064704000001,,False,
PID031,2025-11-26_002(PID031),/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031),True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/enem_blocks_PID031_20251126_161805.csv,2025-11-26T17:36:24,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 26-11-25/PID031/2025-11-26_002(PID031)/2025-11-26_002_config.hdr,False,True,2025-11-26,True,245,4732.846080000001,,False,
PID032,2025-11-27_001,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/enem_blocks_PID32_20251127_120756.csv,2025-11-27T13:24:08,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID32/2025-11-27_001/2025-11-27_001_config.hdr,False,True,2025-11-27,True,245,4600.332288000001,,False,
PID033,2025-11-27_002,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/enem_blocks_PID33_20251127_142019.csv,2025-11-27T15:34:34,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID33/2025-11-27_002/2025-11-27_002_config.hdr,False,True,2025-11-27,True,246,4476.665856000001,,False,
PID034,2025-11-27_003,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/enem_blocks_PID34_20251127_161957.csv,2025-11-27T17:39:10,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 27-11-25/PID34/2025-11-27_003/2025-11-27_003_config.hdr,False,True,2025-11-27,True,243,4770.791424000001,,False,
PID035,2025-11-28_001,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/enem_blocks_PID035_20251128_102111.csv,2025-11-28T11:36:54,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID035/2025-11-28_001/2025-11-28_001_config.hdr,False,True,2025-11-28,True,245,4580.769792000001,,False,
PID036,2025-11-28_002,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/enem_blocks_PID036_20251128_122743.csv,2025-11-28T13:43:28,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID036/2025-11-28_002/2025-11-28_002_config.hdr,False,True,2025-11-28,True,243,4566.024192,,False,
PID038,2025-11-28_003,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003,True,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/enem_blocks_PID038_20251128_154223.csv,2025-11-28T16:58:12,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003.snirf,,/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003_probeInfo.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003_config.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003_description.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003_calibration.json;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/digpts.txt;/home/thiago/Documents/fnirs/simple/sessions/Sessions 28-11-25/PID038/2025-11-28_003/2025-11-28_003_config.hdr,False,True,2025-11-28,True,246,4594.139136000001,,False,
